PG.Qvalue	PG.ProteinGroups	PG.ProteinAccessions	PG.ProteinDescriptions	PG.ProteinNames	PG.FastaFiles	PG.NrOfPrecursorsIdentified (Experiment-wide)	[1] 20260130_MK_DONAU_RNOJO_noFAIMS_uPAC50_68min_2041_DIA_MS2_500ng_S1.raw.PG.Quantity	[2] 20260130_MK_DONAU_RNOJO_noFAIMS_uPAC50_68min_2041_DIA_MS2_500ng_S2.raw.PG.Quantity	[3] 20260130_MK_DONAU_RNOJO_noFAIMS_uPAC50_68min_2041_DIA_MS2_500ng_S3.raw.PG.Quantity	[4] 20260130_MK_DONAU_RNOJO_noFAIMS_uPAC50_68min_2041_DIA_MS2_500ng_S4.raw.PG.Quantity	[5] 20260130_MK_DONAU_RNOJO_noFAIMS_uPAC50_68min_2041_DIA_MS2_500ng_S5.raw.PG.Quantity	[6] 20260130_MK_DONAU_RNOJO_noFAIMS_uPAC50_68min_2041_DIA_MS2_500ng_S6.raw.PG.Quantity	[7] 20260130_MK_DONAU_RNOJO_noFAIMS_uPAC50_68min_2041_DIA_MS2_500ng_S7.raw.PG.Quantity	[8] 20260130_MK_DONAU_RNOJO_noFAIMS_uPAC50_68min_2041_DIA_MS2_500ng_S8.raw.PG.Quantity	[9] 20260130_MK_DONAU_RNOJO_noFAIMS_uPAC50_68min_2041_DIA_MS2_500ng_S9.raw.PG.Quantity	[1] 20260130_MK_DONAU_RNOJO_noFAIMS_uPAC50_68min_2041_DIA_MS2_500ng_S1.raw.PG.IBAQ	[2] 20260130_MK_DONAU_RNOJO_noFAIMS_uPAC50_68min_2041_DIA_MS2_500ng_S2.raw.PG.IBAQ	[3] 20260130_MK_DONAU_RNOJO_noFAIMS_uPAC50_68min_2041_DIA_MS2_500ng_S3.raw.PG.IBAQ	[4] 20260130_MK_DONAU_RNOJO_noFAIMS_uPAC50_68min_2041_DIA_MS2_500ng_S4.raw.PG.IBAQ	[5] 20260130_MK_DONAU_RNOJO_noFAIMS_uPAC50_68min_2041_DIA_MS2_500ng_S5.raw.PG.IBAQ	[6] 20260130_MK_DONAU_RNOJO_noFAIMS_uPAC50_68min_2041_DIA_MS2_500ng_S6.raw.PG.IBAQ	[7] 20260130_MK_DONAU_RNOJO_noFAIMS_uPAC50_68min_2041_DIA_MS2_500ng_S7.raw.PG.IBAQ	[8] 20260130_MK_DONAU_RNOJO_noFAIMS_uPAC50_68min_2041_DIA_MS2_500ng_S8.raw.PG.IBAQ	[9] 20260130_MK_DONAU_RNOJO_noFAIMS_uPAC50_68min_2041_DIA_MS2_500ng_S9.raw.PG.IBAQ
0,001610305958132045	G2SZP9	G2SZP9	Uncharacterized protein	G2SZP9_ROSHA	uniprotkb_proteome_UP000008178_Roseburia_hominis_2026_02_01	10	3099,044189453125	4003,9814453125	2202,586181640625	2517,76513671875	2194,66748046875	2751,434326171875	5767,85302734375	4135,24609375	7424,263671875	314,6	657	153,8	471,2	216,5	1216,7	1750,3	1705,7	3042,5
1	G2SZP9_Decoy	G2SZP9	NaN	G2SZP9	NaN	3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0,001610305958132045	G2SZQ1	G2SZQ1	Amino acid adenylation domain protein	G2SZQ1_ROSHA	uniprotkb_proteome_UP000008178_Roseburia_hominis_2026_02_01	8	6850,79248046875	9497,349609375	5307,57666015625	5161,01611328125	3471,53369140625	4975,203125	10706,7119140625	6389,3388671875	11581,0908203125	964,2	1669,9	1144,8	737,9	215,7	699,3	1824,3	1196,7	2432,7
1	G2SZQ1_Decoy	G2SZQ1	NaN	G2SZQ1	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	G2SZQ7	G2SZQ7	Methyl-accepting chemotaxis protein	G2SZQ7_ROSHA	uniprotkb_proteome_UP000008178_Roseburia_hominis_2026_02_01	12	90745,4375	88520,6640625	70821,0859375	74997,4296875	54855,29296875	58367,57421875	36427,69921875	27328,142578125	63849,22265625	9234,7	14117,8	10584,5	9567	7717,8	9517,8	12110,5	6809,4	11862,4
1	G2SZQ7_Decoy	G2SZQ7	NaN	G2SZQ7	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0,001586357326987904	G2SZQ8	G2SZQ8	Two-component system, PleD related family, response regulator	G2SZQ8_ROSHA	uniprotkb_proteome_UP000008178_Roseburia_hominis_2026_02_01	4	1311,87353515625	2614,424072265625	1483,9317626953125	332,2308349609375	1586,195068359375	1468,7017822265625	2465,9716796875	3297,26513671875	4618,9345703125	32,7	65,1	133,6	8,3	39,5	36,6	157,1	109,4	295,4
0,022331140702711375	G2SZR2	G2SZR2	Uncharacterized protein	G2SZR2_ROSHA	uniprotkb_proteome_UP000008178_Roseburia_hominis_2026_02_01	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0,0013977635782747603	G2SZR3	G2SZR3	Metal dependent phosphohydrolase	G2SZR3_ROSHA	uniprotkb_proteome_UP000008178_Roseburia_hominis_2026_02_01	4	1523,2822265625	4549,5107421875	5216,80126953125	3503,98681640625	2405,391845703125	2086,710205078125	10057,2353515625	6090,57421875	10121,5986328125	376,6	478,9	584,1	480,9	244,6	157,9	1654,8	627,7	1646
1	G2SZR3_Decoy	G2SZR3	NaN	G2SZR3	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0,0009189895470383274	G2SZR4	G2SZR4	HTH tetR-type domain-containing protein	G2SZR4_ROSHA	uniprotkb_proteome_UP000008178_Roseburia_hominis_2026_02_01	1	1181,58154296875	1457,6307373046875	343,575439453125	NaN	465,2317199707031	1338,5770263671875	1546,9580078125	2567,54833984375	NaN	107,4	132,5	31,2	NaN	42,3	121,7	140,6	233,4	NaN
1	G2SZR4_Decoy	G2SZR4	NaN	G2SZR4	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0,009774386197743862	G2SZS0	G2SZS0	Exonuclease domain-containing protein	G2SZS0_ROSHA	uniprotkb_proteome_UP000008178_Roseburia_hominis_2026_02_01	1	NaN	506,0826416015625	NaN	3221,408203125	13027,1103515625	687,6644897460938	858,3445434570312	1522,51708984375	1841,18017578125	NaN	33,7	NaN	214,8	868,5	45,8	57,2	101,5	122,7
0,001774622892635315	G2SZS1	G2SZS1	Uncharacterized protein	G2SZS1_ROSHA	uniprotkb_proteome_UP000008178_Roseburia_hominis_2026_02_01	5	2665,059814453125	2359,1044921875	2416,4619140625	2027,0386962890625	1945,9632568359375	2622,81103515625	1225,39892578125	1503,717529296875	2549,37646484375	1200,6	1168,2	1110,6	954,9	575,7	1278,9	309,4	220,4	743,6
0	G2SZS3	G2SZS3	G5 domain-containing protein	G2SZS3_ROSHA	uniprotkb_proteome_UP000008178_Roseburia_hominis_2026_02_01	5	26979,5546875	31409,890625	22331,115234375	22660,294921875	12368,4775390625	20336,048828125	57007,21484375	48654,01953125	71112,7265625	6895	5188,7	5081,9	5224,6	3440	4661	12093,4	10300,2	15590,9
0	G2SZS4	G2SZS4	Hydrogenase maturation factor	G2SZS4_ROSHA	uniprotkb_proteome_UP000008178_Roseburia_hominis_2026_02_01	7	5203,298828125	5473,38916015625	6146,845703125	6188,76123046875	4620,77685546875	6701,1015625	20568,712890625	10678,974609375	22601,5234375	1044,4	1237	1029,8	1665	802,8	1593	4936,7	2166	5899,1
1	G2SZS4_Decoy	G2SZS4	NaN	G2SZS4	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	G2SZS5	G2SZS5	Transcriptional regulatory protein, AsnC family (AsnC)	G2SZS5_ROSHA	uniprotkb_proteome_UP000008178_Roseburia_hominis_2026_02_01	17	546450,5	378869,28125	248119,75	226477,78125	NaN	NaN	3558265,5	2679889,75	2751734,75	147042,797	207693,297	210583,203	160331,297	159702,797	168877,797	567372,625	581623,812	515678,812
1	G2SZS5_Decoy	G2SZS5	NaN	G2SZS5	NaN	3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	G2SZS6	G2SZS6	Aminotransferase	G2SZS6_ROSHA	uniprotkb_proteome_UP000008178_Roseburia_hominis_2026_02_01	16	25378,02734375	35681,4296875	24837,025390625	26167,173828125	19224,87109375	27251,5546875	56815,4453125	36747,85546875	49143,3828125	15132,4	25692,4	13026,7	16965,9	15206,5	16942,301	9392,3	6679,8	9593,4
1	G2SZS6_Decoy	G2SZS6	NaN	G2SZS6	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0,0911740139211137	G2SZS7	G2SZS7	Putative tRNA (cytidine(34)-2'-O)-methyltransferase	G2SZS7_ROSHA	uniprotkb_proteome_UP000008178_Roseburia_hominis_2026_02_01	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	G2SZS8	G2SZS8	ABC transporter, ATP-binding protein	G2SZS8_ROSHA	uniprotkb_proteome_UP000008178_Roseburia_hominis_2026_02_01	10	5690,224609375	6149,07568359375	1851,2823486328125	3185,137939453125	3109,319091796875	2060,4677734375	19990,08203125	11649,91015625	20860,30859375	1371	1259,9	703	914,2	545,2	819,1	4680,7	3476	6047,4
1	G2SZS8_Decoy	G2SZS8	NaN	G2SZS8	NaN	3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	G2SZS9	G2SZS9	Energy-coupling factor transporter ATP-binding protein EcfA2	G2SZS9_ROSHA	uniprotkb_proteome_UP000008178_Roseburia_hominis_2026_02_01	8	6412,189453125	6167,625	4439,890625	4502,4658203125	4063,370849609375	4391,85986328125	18225,048828125	13110,1103515625	14643,8984375	1655,6	2237,9	1469,6	1577,6	1195,2	1499,9	5180,4	3826,8	5156,8
0	G2SZT2	G2SZT2	Large ribosomal subunit protein uL13	G2SZT2_ROSHA	uniprotkb_proteome_UP000008178_Roseburia_hominis_2026_02_01	34	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	951773,312	1289122,25	1127815,75	874657,875	699922,125	945601,875	4611609	5275615,5	5151814
1	G2SZT2_Decoy	G2SZT2	NaN	G2SZT2	NaN	4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	G2SZT3	G2SZT3	Small ribosomal subunit protein uS9	G2SZT3_ROSHA	uniprotkb_proteome_UP000008178_Roseburia_hominis_2026_02_01	19	427953,5625	391136,15625	264760,8125	281329,53125	208412,515625	275755,5625	817692,5	630277,5625	947734,4375	270790,594	290044,406	216007,5	201653,297	159925,094	187830,406	681781,875	469001,594	1169612,75
1	G2SZT3_Decoy	G2SZT3	NaN	G2SZT3	NaN	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	G2SZY5	G2SZY5	DUF1835 domain-containing protein	G2SZY5_ROSHA	uniprotkb_proteome_UP000008178_Roseburia_hominis_2026_02_01	10	3215,933349609375	3570,15380859375	2237,85009765625	2321,183349609375	2764,546630859375	2670,19140625	8966,333984375	8706,58203125	12993,822265625	613,7	539,9	316,9	436,9	419,5	599,2	2163,1	1962,3	3783,3
1	G2SZY5_Decoy	G2SZY5	NaN	G2SZY5	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0,0013977635782747603	G2SZY8	G2SZY8	S1 RNA binding domain protein	G2SZY8_ROSHA	uniprotkb_proteome_UP000008178_Roseburia_hominis_2026_02_01	6	2795,06689453125	1196,2637939453125	2511,667236328125	2695,95556640625	NaN	822,8623046875	5870,23291015625	2851,583740234375	4023,061767578125	758,1	89,8	57,8	62,1	NaN	339,4	1118,2	1053,2	1599,1
1	G2SZY8_Decoy	G2SZY8	NaN	G2SZY8	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	G2SZY9	G2SZY9	RidA family protein	G2SZY9_ROSHA	uniprotkb_proteome_UP000008178_Roseburia_hominis_2026_02_01	6	27936,162109375	33282,1953125	17875,220703125	26985,75	13943,5009765625	17633,55859375	60990,7734375	16440,26171875	48661,421875	14288,9	20702,4	10536,2	13716,3	9023,7	10571,5	43816,898	20972,301	29443,301
1	G2SZY9_Decoy	G2SZY9	NaN	G2SZY9	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	G2SZZ2	G2SZZ2	NLP/P60 family protein	G2SZZ2_ROSHA	uniprotkb_proteome_UP000008178_Roseburia_hominis_2026_02_01	3	2879,15185546875	5359,51220703125	1292,05810546875	1644,1883544921875	1068,90185546875	1081,3056640625	4486,32470703125	3217,66064453125	5583,78662109375	959,7	1246,8	501,6	610,7	248,7	751	1867,3	1520,4	2470,4
0,00598702810577083	G2SZZ3	G2SZZ3	Glycosyltransferase	G2SZZ3_ROSHA	uniprotkb_proteome_UP000008178_Roseburia_hominis_2026_02_01	2	669,4008178710938	740,5789184570312	512,1060791015625	1168,249755859375	NaN	NaN	2160,769775390625	2350,085205078125	3146,971435546875	66,9	74,1	51,2	116,8	NaN	NaN	822,9	1049,8	1461,4
0	G2SZZ4	G2SZZ4	PucR family transcriptional regulator	G2SZZ4_ROSHA	uniprotkb_proteome_UP000008178_Roseburia_hominis_2026_02_01	30	138358,625	170493,734375	123749,125	144245,15625	99685,3046875	136875,90625	374133,5	248159,953125	288050,3125	25944,4	44731,199	41222,602	33116,898	31701,9	36411,199	122175,102	47936,5	98801,102
1	G2SZZ4_Decoy	G2SZZ4	NaN	G2SZZ4	NaN	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	G2SZZ5	G2SZZ5	Cell division ATP-binding protein FtsE	G2SZZ5_ROSHA	uniprotkb_proteome_UP000008178_Roseburia_hominis_2026_02_01	12	28158,544921875	35038,01953125	24852,1171875	28980,572265625	23002,322265625	25085,5546875	68569,5703125	63467,78515625	90927	9185,3	11813	7399,1	7146,1	6611	7032	27038,4	25375,6	28766,6
1	G2SZZ5_Decoy	G2SZZ5	NaN	G2SZZ5	NaN	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0,004919423240033927	G2SZZ8	G2SZZ8	Carboxyl-terminal protease	G2SZZ8_ROSHA	uniprotkb_proteome_UP000008178_Roseburia_hominis_2026_02_01	2	8265,744140625	6395,7841796875	5667,99609375	5774,076171875	9684,349609375	7130,05322265625	11060,271484375	5749,57568359375	5477,35302734375	138	639,6	594,8	96,4	1743,9	879,6	1170,4	548,5	663
0	G2T000	G2T000	Peptide chain release factor 2	G2T000_ROSHA	uniprotkb_proteome_UP000008178_Roseburia_hominis_2026_02_01	2	2387,77978515625	2291,370849609375	1435,198974609375	683,2720336914062	1237,268798828125	2505,37939453125	4687,330078125	4632,3076171875	6125,16552734375	292,1	280,9	183,1	37	85,4	135,8	574,1	319,6	778,5
0	G2T002	G2T002	SPFH domain-containing protein	G2T002_ROSHA	uniprotkb_proteome_UP000008178_Roseburia_hominis_2026_02_01	17	35849,68359375	53714,1015625	30961,005859375	38760,91015625	25393,431640625	34104,921875	89045,140625	59244,6171875	112136,0703125	8349,9	11388,6	6847,7	9116,5	4610,6	6839,8	21167,1	15402,6	28230,6
1	G2T002_Decoy	G2T002	NaN	G2T002	NaN	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0,0036063884595569293	G2T003	G2T003	TFIIB-type zinc ribbon-containing protein	G2T003_ROSHA	uniprotkb_proteome_UP000008178_Roseburia_hominis_2026_02_01	3	5871,15234375	7492,48681640625	6589,32568359375	5370,5048828125	1390,3751220703125	4647,2646484375	4760,2724609375	823,8759765625	3393,3662109375	2557,4	3317,9	2984,4	2840,4	172,1	370,1	649,1	167,1	555,3
0,09359418496752243	G2T004	G2T004	TPM domain-containing protein	G2T004_ROSHA	uniprotkb_proteome_UP000008178_Roseburia_hominis_2026_02_01	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	G2T005	G2T005	UPF0735 ACT domain-containing protein RHOM_02635	G2T005_ROSHA	uniprotkb_proteome_UP000008178_Roseburia_hominis_2026_02_01	4	1840,357666015625	3222,906005859375	685,8148193359375	1534,2613525390625	1160,8463134765625	965,3748168945312	5830,21435546875	5719,81591796875	8263,6376953125	1104,2	456,7	805,8	89,2	540,4	66,1	3004,3	3524,5	4171
1	G2T005_Decoy	G2T005	NaN	G2T005	NaN	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0,0008635578583765112	G2T006	G2T006	Homoserine dehydrogenase	G2T006_ROSHA	uniprotkb_proteome_UP000008178_Roseburia_hominis_2026_02_01	11	9899,1015625	12641,826171875	9359,357421875	9233,32421875	5938,40625	9330,6728515625	20594,802734375	19515,681640625	27141,91015625	2401,1	4236,7	2318,2	2160,4	1588,6	2559,1	4707,7	5556	8275,3
1	G2T006_Decoy	G2T006	NaN	G2T006	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	G2T007	G2T007	Proposed homoserine kinase	G2T007_ROSHA	uniprotkb_proteome_UP000008178_Roseburia_hominis_2026_02_01	14	6976,88525390625	8873,6962890625	6712,66552734375	6668,1943359375	4334,48681640625	5679,953125	20229,5625	15263,2734375	28360,787109375	1237	1764,2	1098	1129,8	721,5	748,1	5495,8	3667,7	7293,1
1	G2T007_Decoy	G2T007	NaN	G2T007	NaN	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0,0004419889502762431	G2T013	G2T013	Glycerol kinase	G2T013_ROSHA	uniprotkb_proteome_UP000008178_Roseburia_hominis_2026_02_01	15	2311,08935546875	2525,40087890625	1538,6402587890625	2254,60546875	1042,1832275390625	1577,34619140625	10147,2236328125	5703,44482421875	10663,6162109375	83,1	657,6	358,3	204,8	113,6	548,7	2213,2	2097	4002,8
1	G2T013_Decoy	G2T013	NaN	G2T013	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	G2T016	G2T016	L-1,2-propanediol oxidoreductase	G2T016_ROSHA	uniprotkb_proteome_UP000008178_Roseburia_hominis_2026_02_01	25	95128,875	122567,1015625	71557,5625	88836,3125	49066,9609375	62168,63671875	4196,185546875	3226,84814453125	5023,26904296875	30976	37273,602	24233,5	25840,199	15136,8	19684,9	732,9	583,5	1091,8
1	G2T016_Decoy	G2T016	NaN	G2T016	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0,3253419062027232	G2T017	G2T017	Uncharacterized protein	G2T017_ROSHA	uniprotkb_proteome_UP000008178_Roseburia_hominis_2026_02_01	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1	G2T017_Decoy	G2T017	NaN	G2T017	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	G2T025	G2T025	Carbamoyl phosphate synthase small chain	G2T025_ROSHA	uniprotkb_proteome_UP000008178_Roseburia_hominis_2026_02_01	7	5347,04150390625	6313,34912109375	3736,9501953125	4833,3427734375	2898,812255859375	4575,04150390625	6658,6435546875	7074,7890625	8172,21533203125	1218,9	1371,3	746,5	1000,6	644,9	938,7	1324,5	1640,4	1951,2
1	G2T025_Decoy	G2T025	NaN	G2T025	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	G2T026	G2T026	Carbamoyl phosphate synthase large chain	G2T026_ROSHA	uniprotkb_proteome_UP000008178_Roseburia_hominis_2026_02_01	95	521360,0625	649922,4375	577774,1875	549091	401779,71875	446513,0625	921482,9375	491962,96875	840195,25	69654,102	94611	90091,102	60578,102	56429,102	62460,602	191543,906	55615,5	147354,297
1	G2T026_Decoy	G2T026	NaN	G2T026	NaN	9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	G2T029	G2T029	Response regulator	G2T029_ROSHA	uniprotkb_proteome_UP000008178_Roseburia_hominis_2026_02_01	6	6567,7216796875	7194,83837890625	5224,24609375	6025,99951171875	3395,430419921875	5674,54296875	13966,6318359375	12202,6025390625	16755,076171875	667,9	1469,7	854,6	1255,4	359	950	2371,2	2454,5	3135,7
0,0022705860184661767	G2T030	G2T030	Cell wall hydrolase	G2T030_ROSHA	uniprotkb_proteome_UP000008178_Roseburia_hominis_2026_02_01	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1171,6229248046875	2210,860107421875	NaN	NaN	NaN	NaN	NaN	NaN	NaN	61,7	116,4
0	G2T031	G2T031	Acetyl-CoA acetyltransferase	G2T031_ROSHA	uniprotkb_proteome_UP000008178_Roseburia_hominis_2026_02_01	30	841712,1875	865341,375	665144,875	729169,8125	438742,96875	625912,625	1661295,75	1015643	1469502,5	226005,406	261005,297	180744,094	210737,797	127711,797	177255,594	572555,188	299961	478332,688
1	G2T031_Decoy	G2T031	NaN	G2T031	NaN	3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	G2T032	G2T032	3-hydroxybutyryl-CoA dehydrogenase	G2T032_ROSHA	uniprotkb_proteome_UP000008178_Roseburia_hominis_2026_02_01	69	6191925,5	6020072,5	3797179,25	4943069	3124202,75	4130717,25	12040000	7637079,5	11076834	1778360,5	2660792	2076817,75	1870029,75	1478909,625	1776216	8002198	6474878	6826576
1	G2T032_Decoy	G2T032	NaN	G2T032	NaN	9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	G2T033	G2T033	Butyryl-CoA dehydrogenase	G2T033_ROSHA	uniprotkb_proteome_UP000008178_Roseburia_hominis_2026_02_01	10	394254,21875	398985,375	287099,40625	294995,53125	258279,3125	307691,375	783843,5625	517876,5	861724,5	52974,602	58129,801	40829,898	42657,699	34308,5	41198	101186	78743,797	110128,102
0	G2T034	G2T034	Electron transfer flavoprotein small subunit	G2T034_ROSHA	uniprotkb_proteome_UP000008178_Roseburia_hominis_2026_02_01	39	568939,6875	714854	457538,53125	548009,5	394069,875	503873,0625	1213404,5	960414,9375	1275100	191447,703	244451,797	162360,797	188892,906	134606,797	171805,797	482642,688	360074,312	520853,406
1	G2T034_Decoy	G2T034	NaN	G2T034	NaN	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	G2T035	G2T035	Electron transfer flavoprotein alpha-subunit fixB	G2T035_ROSHA	uniprotkb_proteome_UP000008178_Roseburia_hominis_2026_02_01	28	3823758,25	4412779,5	3134071,5	3305977,5	2461187,25	3258175	9265709	6795084,5	9565576	691339,812	739799	684446,125	588713,312	414459,594	578742,125	2287444,5	1213133,75	1802291,125
1	G2T035_Decoy	G2T035	NaN	G2T035	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0,0012440389798880364	G2T038	G2T038	Methylthioribose-1-phosphate isomerase	G2T038_ROSHA	uniprotkb_proteome_UP000008178_Roseburia_hominis_2026_02_01	4	6607,90576171875	5778,30712890625	4794,693359375	4844,87109375	3632,660400390625	6076,12451171875	6303,68310546875	5500,35595703125	8782,4951171875	622,5	522,9	315,5	677,7	217,2	389,7	575	780,2	1355,2
0	G2T039	G2T039	Iron-sulfur cluster carrier protein	G2T039_ROSHA	uniprotkb_proteome_UP000008178_Roseburia_hominis_2026_02_01	9	13966,482421875	20199,09765625	12705,955078125	13926,599609375	10489,572265625	12360,810546875	32247,8125	22151,78515625	34855,19140625	4435,8	6391,6	3996,8	4469,4	3198,7	3657,7	11217,3	6270,2	10992,4
1	G2T039_Decoy	G2T039	NaN	G2T039	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0,011070074196207749	G2T040	G2T040	Transcriptional regulator, LytR family protein	G2T040_ROSHA	uniprotkb_proteome_UP000008178_Roseburia_hominis_2026_02_01	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1	G2T040_Decoy	G2T040	NaN	G2T040	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	G2T047	G2T047	Transcription accessory protein	G2T047_ROSHA	uniprotkb_proteome_UP000008178_Roseburia_hominis_2026_02_01	38	128257,6953125	129537,4765625	114354,3046875	100662,28125	72376,8515625	89218,828125	214898,671875	159242,109375	234753,90625	18644,6	25410,301	21496,199	19006,9	13342,4	18768,5	50188,199	25337,699	41512
1	G2T047_Decoy	G2T047	NaN	G2T047	NaN	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0,00598702810577083	G2T050	G2T050	YcxB-like C-terminal domain-containing protein	G2T050_ROSHA	uniprotkb_proteome_UP000008178_Roseburia_hominis_2026_02_01	3	NaN	3857,222900390625	NaN	1858,91650390625	NaN	3250,101806640625	NaN	NaN	NaN	NaN	1083,4	NaN	538,1	NaN	864,1	NaN	NaN	NaN
1	G2T050_Decoy	G2T050	NaN	G2T050	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
